,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,0.0,-0.072,-0.656,-0.744,-0.352,-0.488,-0.336,-0.48,-0.352,-0.584,-0.432,-0.984,-0.32,-0.664,-0.32,-0.672,-0.936,-0.576,-0.672,-0.528,-0.448,-0.72,-0.088,-0.744,-0.304,-0.32,-0.752,-0.368,-0.2,-0.144,-0.024,-0.376,-0.632,-0.456,-0.296,-0.456,-0.6,-0.224,-0.704,-0.78125,-0.88,-0.288,-0.456,-0.392,-0.76,-0.4,-0.384,-0.936,-0.536,-0.672,-0.512,-0.512,-0.312,-0.28,-0.946969696969697,-0.128,-1.0,-0.688,-0.328,-0.304,-0.128,-0.456,-0.824,-0.504,-0.328,-0.568,-0.672,-0.128,-0.176,-0.272,-0.2,-0.6868131868131868,-0.576,-0.176,-0.792,-0.504,-0.6038647342995169,-0.68,-0.488,-0.32,-0.384,-0.272,-0.528,-0.264,-0.936,-0.128,-0.792,-0.664,-0.408,-0.848,-0.48,-0.664,-0.344,-0.9541984732824428,-0.56,-0.768,-0.272,-0.184,-0.528,-0.32
1,-0.072,0.0,-0.10975609756097561,-0.0967741935483871,-0.20454545454545456,-0.14754098360655737,-0.21428571428571427,-0.15,-0.20454545454545456,-0.1232876712328767,-0.16666666666666666,-0.07317073170731707,-0.225,-0.10843373493975904,-0.225,-0.10714285714285714,-0.07692307692307693,-0.125,-0.10714285714285714,-0.13636363636363635,-0.16071428571428573,-0.1,-0.8181818181818182,-0.0967741935483871,-0.23684210526315788,-0.225,-0.09574468085106383,-0.1956521739130435,-0.36,-0.5,-0.3333333333333333,-0.19148936170212766,-0.11392405063291139,-0.15789473684210525,-0.24324324324324326,-0.15789473684210525,-0.12,-0.32142857142857145,-0.10227272727272728,-0.05625,-0.08181818181818182,-0.25,-0.15789473684210525,-0.1836734693877551,-0.09473684210526316,-0.18,-0.1875,-0.07692307692307693,-0.13432835820895522,-0.10714285714285714,-0.140625,-0.140625,-0.23076923076923078,-0.2571428571428571,-0.06818181818181818,-0.5625,-0.072,-0.10465116279069768,-0.21951219512195122,-0.23684210526315788,-0.5625,-0.15789473684210525,-0.08737864077669903,-0.14285714285714285,-0.21951219512195122,-0.1267605633802817,-0.10714285714285714,-0.5625,-0.4090909090909091,-0.2647058823529412,-0.36,-0.04945054945054945,-0.125,-0.4090909090909091,-0.09090909090909091,-0.14285714285714285,-0.043478260869565216,-0.10588235294117647,-0.14754098360655737,-0.225,-0.1875,-0.2647058823529412,-0.13636363636363635,-0.2727272727272727,-0.07692307692307693,-0.5625,-0.09090909090909091,-0.10843373493975904,-0.17647058823529413,-0.08490566037735849,-0.15,-0.10843373493975904,-0.20930232558139536,-0.06870229007633588,-0.12857142857142856,-0.09375,-0.2647058823529412,-0.391304347826087,-0.13636363636363635,-0.225
2,-0.656,-0.10975609756097561,0.0,-0.8817204301075269,-0.5365853658536586,-0.7439024390243902,-0.5121951219512195,-0.7317073170731707,-0.5365853658536586,-0.8902439024390244,-0.6585365853658537,-0.6666666666666666,-0.4878048780487805,-0.9879518072289156,-0.4878048780487805,-0.9761904761904762,-0.7008547008547008,-0.8780487804878049,-0.9761904761904762,-0.8048780487804879,-0.6829268292682927,-0.9111111111111111,-0.13414634146341464,-0.8817204301075269,-0.4634146341463415,-0.4878048780487805,-0.8723404255319149,-0.5609756097560976,-0.3048780487804878,-0.21951219512195122,-0.036585365853658534,-0.573170731707317,-0.9634146341463414,-0.6951219512195121,-0.45121951219512196,-0.6951219512195121,-0.9146341463414634,-0.34146341463414637,-0.9318181818181818,-0.5125,-0.7454545454545455,-0.43902439024390244,-0.6951219512195121,-0.5975609756097561,-0.8631578947368421,-0.6097560975609756,-0.5853658536585366,-0.7008547008547008,-0.8170731707317073,-0.9761904761904762,-0.7804878048780488,-0.7804878048780488,-0.47560975609756095,-0.4268292682926829,-0.6212121212121212,-0.1951219512195122,-0.656,-0.9534883720930233,-0.5,-0.4634146341463415,-0.1951219512195122,-0.6951219512195121,-0.7961165048543689,-0.7682926829268293,-0.5,-0.8658536585365854,-0.9761904761904762,-0.1951219512195122,-0.2682926829268293,-0.4146341463414634,-0.3048780487804878,-0.45054945054945056,-0.8780487804878049,-0.2682926829268293,-0.8282828282828283,-0.7682926829268293,-0.3961352657004831,-0.9647058823529412,-0.7439024390243902,-0.4878048780487805,-0.5853658536585366,-0.4146341463414634,-0.8048780487804879,-0.4024390243902439,-0.7008547008547008,-0.1951219512195122,-0.8282828282828283,-0.9879518072289156,-0.6219512195121951,-0.7735849056603774,-0.7317073170731707,-0.9879518072289156,-0.524390243902439,-0.6259541984732825,-0.8536585365853658,-0.8541666666666666,-0.4146341463414634,-0.2804878048780488,-0.8048780487804879,-0.4878048780487805
3,-0.744,-0.0967741935483871,-0.8817204301075269,0.0,-0.4731182795698925,-0.6559139784946236,-0.45161290322580644,-0.6451612903225806,-0.4731182795698925,-0.7849462365591398,-0.5806451612903226,-0.7560975609756098,-0.43010752688172044,-0.8924731182795699,-0.43010752688172044,-0.9032258064516129,-0.7948717948717948,-0.7741935483870968,-0.9032258064516129,-0.7096774193548387,-0.6021505376344086,-0.967741935483871,-0.11827956989247312,-1.0,-0.40860215053763443,-0.43010752688172044,-0.9893617021276596,-0.4946236559139785,-0.26881720430107525,-0.1935483870967742,-0.03225806451612903,-0.5053763440860215,-0.8494623655913979,-0.6129032258064516,-0.3978494623655914,-0.6129032258064516,-0.8064516129032258,-0.3010752688172043,-0.946236559139785,-0.58125,-0.8454545454545455,-0.3870967741935484,-0.6129032258064516,-0.5268817204301075,-0.9789473684210527,-0.5376344086021505,-0.5161290322580645,-0.7948717948717948,-0.7204301075268817,-0.9032258064516129,-0.6881720430107527,-0.6881720430107527,-0.41935483870967744,-0.3763440860215054,-0.7045454545454546,-0.17204301075268819,-0.744,-0.9247311827956989,-0.44086021505376344,-0.40860215053763443,-0.17204301075268819,-0.6129032258064516,-0.9029126213592233,-0.6774193548387096,-0.44086021505376344,-0.7634408602150538,-0.9032258064516129,-0.17204301075268819,-0.23655913978494625,-0.3655913978494624,-0.26881720430107525,-0.510989010989011,-0.7741935483870968,-0.23655913978494625,-0.9393939393939394,-0.6774193548387096,-0.4492753623188406,-0.9139784946236559,-0.6559139784946236,-0.43010752688172044,-0.5161290322580645,-0.3655913978494624,-0.7096774193548387,-0.3548387096774194,-0.7948717948717948,-0.17204301075268819,-0.9393939393939394,-0.8924731182795699,-0.5483870967741935,-0.8773584905660378,-0.6451612903225806,-0.8924731182795699,-0.46236559139784944,-0.7099236641221374,-0.7526881720430108,-0.96875,-0.3655913978494624,-0.24731182795698925,-0.7096774193548387,-0.43010752688172044
4,-0.352,-0.20454545454545456,-0.5365853658536586,-0.4731182795698925,0.0,-0.7213114754098361,-0.9545454545454546,-0.7333333333333333,-1.0,-0.6027397260273972,-0.8148148148148148,-0.35772357723577236,-0.9090909090909091,-0.5301204819277109,-0.9090909090909091,-0.5238095238095238,-0.37606837606837606,-0.6111111111111112,-0.5238095238095238,-0.6666666666666666,-0.7857142857142857,-0.4888888888888889,-0.25,-0.4731182795698925,-0.8636363636363636,-0.9090909090909091,-0.46808510638297873,-0.9565217391304348,-0.5681818181818182,-0.4090909090909091,-0.06818181818181818,-0.9361702127659575,-0.5569620253164557,-0.7719298245614035,-0.8409090909090909,-0.7719298245614035,-0.5866666666666667,-0.6363636363636364,-0.5,-0.275,-0.4,-0.8181818181818182,-0.7719298245614035,-0.8979591836734694,-0.4631578947368421,-0.88,-0.9166666666666666,-0.37606837606837606,-0.6567164179104478,-0.5238095238095238,-0.6875,-0.6875,-0.8863636363636364,-0.7954545454545454,-0.3333333333333333,-0.36363636363636365,-0.352,-0.5116279069767442,-0.9318181818181818,-0.8636363636363636,-0.36363636363636365,-0.7719298245614035,-0.42718446601941745,-0.6984126984126984,-0.9318181818181818,-0.6197183098591549,-0.5238095238095238,-0.36363636363636365,-0.5,-0.7727272727272727,-0.5681818181818182,-0.24175824175824176,-0.6111111111111112,-0.5,-0.4444444444444444,-0.6984126984126984,-0.21256038647342995,-0.5176470588235295,-0.7213114754098361,-0.9090909090909091,-0.9166666666666666,-0.7727272727272727,-0.6666666666666666,-0.75,-0.37606837606837606,-0.36363636363636365,-0.4444444444444444,-0.5301204819277109,-0.8627450980392157,-0.41509433962264153,-0.7333333333333333,-0.5301204819277109,-0.9772727272727273,-0.33587786259541985,-0.6285714285714286,-0.4583333333333333,-0.7727272727272727,-0.5227272727272727,-0.6666666666666666,-0.9090909090909091
5,-0.488,-0.14754098360655737,-0.7439024390243902,-0.6559139784946236,-0.7213114754098361,0.0,-0.6885245901639344,-0.9836065573770492,-0.7213114754098361,-0.8356164383561644,-0.8852459016393442,-0.4959349593495935,-0.6557377049180327,-0.7349397590361446,-0.6557377049180327,-0.7261904761904762,-0.5213675213675214,-0.8472222222222222,-0.7261904761904762,-0.9242424242424242,-0.9180327868852459,-0.6777777777777778,-0.18032786885245902,-0.6559139784946236,-0.6229508196721312,-0.6557377049180327,-0.648936170212766,-0.7540983606557377,-0.4098360655737705,-0.29508196721311475,-0.04918032786885246,-0.7704918032786885,-0.7721518987341772,-0.9344262295081968,-0.6065573770491803,-0.9344262295081968,-0.8133333333333334,-0.45901639344262296,-0.6931818181818182,-0.38125,-0.5545454545454546,-0.5901639344262295,-0.9344262295081968,-0.8032786885245902,-0.6421052631578947,-0.819672131147541,-0.7868852459016393,-0.5213675213675214,-0.9104477611940298,-0.7261904761904762,-0.953125,-0.953125,-0.639344262295082,-0.5737704918032787,-0.4621212121212121,-0.26229508196721313,-0.488,-0.7093023255813954,-0.6721311475409836,-0.6229508196721312,-0.26229508196721313,-0.9344262295081968,-0.5922330097087378,-0.9682539682539683,-0.6721311475409836,-0.8591549295774648,-0.7261904761904762,-0.26229508196721313,-0.36065573770491804,-0.5573770491803278,-0.4098360655737705,-0.33516483516483514,-0.8472222222222222,-0.36065573770491804,-0.6161616161616161,-0.9682539682539683,-0.2946859903381642,-0.7176470588235294,-1.0,-0.6557377049180327,-0.7868852459016393,-0.5573770491803278,-0.9242424242424242,-0.5409836065573771,-0.5213675213675214,-0.26229508196721313,-0.6161616161616161,-0.7349397590361446,-0.8360655737704918,-0.5754716981132075,-0.9836065573770492,-0.7349397590361446,-0.7049180327868853,-0.46564885496183206,-0.8714285714285714,-0.6354166666666666,-0.5573770491803278,-0.3770491803278688,-0.9242424242424242,-0.6557377049180327
6,-0.336,-0.21428571428571427,-0.5121951219512195,-0.45161290322580644,-0.9545454545454546,-0.6885245901639344,0.0,-0.7,-0.9545454545454546,-0.5753424657534246,-0.7777777777777778,-0.34146341463414637,-0.9523809523809523,-0.5060240963855421,-0.9523809523809523,-0.5,-0.358974358974359,-0.5833333333333334,-0.5,-0.6363636363636364,-0.75,-0.4666666666666667,-0.2619047619047619,-0.45161290322580644,-0.9047619047619048,-0.9523809523809523,-0.44680851063829785,-0.9130434782608695,-0.5952380952380952,-0.42857142857142855,-0.07142857142857142,-0.8936170212765957,-0.5316455696202531,-0.7368421052631579,-0.8809523809523809,-0.7368421052631579,-0.56,-0.6666666666666666,-0.4772727272727273,-0.2625,-0.38181818181818183,-0.8571428571428571,-0.7368421052631579,-0.8571428571428571,-0.4421052631578947,-0.84,-0.875,-0.358974358974359,-0.6268656716417911,-0.5,-0.65625,-0.65625,-0.9285714285714286,-0.8333333333333334,-0.3181818181818182,-0.38095238095238093,-0.336,-0.4883720930232558,-0.9761904761904762,-0.9047619047619048,-0.38095238095238093,-0.7368421052631579,-0.4077669902912621,-0.6666666666666666,-0.9761904761904762,-0.5915492957746479,-0.5,-0.38095238095238093,-0.5238095238095238,-0.8095238095238095,-0.5952380952380952,-0.23076923076923078,-0.5833333333333334,-0.5238095238095238,-0.42424242424242425,-0.6666666666666666,-0.2028985507246377,-0.49411764705882355,-0.6885245901639344,-0.9523809523809523,-0.875,-0.8095238095238095,-0.6363636363636364,-0.7857142857142857,-0.358974358974359,-0.38095238095238093,-0.42424242424242425,-0.5060240963855421,-0.8235294117647058,-0.39622641509433965,-0.7,-0.5060240963855421,-0.9767441860465116,-0.32061068702290074,-0.6,-0.4375,-0.8095238095238095,-0.5476190476190477,-0.6363636363636364,-0.9523809523809523
7,-0.48,-0.15,-0.7317073170731707,-0.6451612903225806,-0.7333333333333333,-0.9836065573770492,-0.7,0.0,-0.7333333333333333,-0.821917808219178,-0.9,-0.4878048780487805,-0.6666666666666666,-0.7228915662650602,-0.6666666666666666,-0.7142857142857143,-0.5128205128205128,-0.8333333333333334,-0.7142857142857143,-0.9090909090909091,-0.9333333333333333,-0.6666666666666666,-0.18333333333333332,-0.6451612903225806,-0.6333333333333333,-0.6666666666666666,-0.6382978723404256,-0.7666666666666667,-0.4166666666666667,-0.3,-0.05,-0.7833333333333333,-0.759493670886076,-0.95,-0.6166666666666667,-0.95,-0.8,-0.4666666666666667,-0.6818181818181818,-0.375,-0.5454545454545454,-0.6,-0.95,-0.8166666666666667,-0.631578947368421,-0.8333333333333334,-0.8,-0.5128205128205128,-0.8955223880597015,-0.7142857142857143,-0.9375,-0.9375,-0.65,-0.5833333333333334,-0.45454545454545453,-0.26666666666666666,-0.48,-0.6976744186046512,-0.6833333333333333,-0.6333333333333333,-0.26666666666666666,-0.95,-0.5825242718446602,-0.9523809523809523,-0.6833333333333333,-0.8450704225352113,-0.7142857142857143,-0.26666666666666666,-0.36666666666666664,-0.5666666666666667,-0.4166666666666667,-0.32967032967032966,-0.8333333333333334,-0.36666666666666664,-0.6060606060606061,-0.9523809523809523,-0.2898550724637681,-0.7058823529411765,-0.9836065573770492,-0.6666666666666666,-0.8,-0.5666666666666667,-0.9090909090909091,-0.55,-0.5128205128205128,-0.26666666666666666,-0.6060606060606061,-0.7228915662650602,-0.85,-0.5660377358490566,-1.0,-0.7228915662650602,-0.7166666666666667,-0.4580152671755725,-0.8571428571428571,-0.625,-0.5666666666666667,-0.38333333333333336,-0.9090909090909091,-0.6666666666666666
8,-0.352,-0.20454545454545456,-0.5365853658536586,-0.4731182795698925,-1.0,-0.7213114754098361,-0.9545454545454546,-0.7333333333333333,0.0,-0.6027397260273972,-0.8148148148148148,-0.35772357723577236,-0.9090909090909091,-0.5301204819277109,-0.9090909090909091,-0.5238095238095238,-0.37606837606837606,-0.6111111111111112,-0.5238095238095238,-0.6666666666666666,-0.7857142857142857,-0.4888888888888889,-0.25,-0.4731182795698925,-0.8636363636363636,-0.9090909090909091,-0.46808510638297873,-0.9565217391304348,-0.5681818181818182,-0.4090909090909091,-0.06818181818181818,-0.9361702127659575,-0.5569620253164557,-0.7719298245614035,-0.8409090909090909,-0.7719298245614035,-0.5866666666666667,-0.6363636363636364,-0.5,-0.275,-0.4,-0.8181818181818182,-0.7719298245614035,-0.8979591836734694,-0.4631578947368421,-0.88,-0.9166666666666666,-0.37606837606837606,-0.6567164179104478,-0.5238095238095238,-0.6875,-0.6875,-0.8863636363636364,-0.7954545454545454,-0.3333333333333333,-0.36363636363636365,-0.352,-0.5116279069767442,-0.9318181818181818,-0.8636363636363636,-0.36363636363636365,-0.7719298245614035,-0.42718446601941745,-0.6984126984126984,-0.9318181818181818,-0.6197183098591549,-0.5238095238095238,-0.36363636363636365,-0.5,-0.7727272727272727,-0.5681818181818182,-0.24175824175824176,-0.6111111111111112,-0.5,-0.4444444444444444,-0.6984126984126984,-0.21256038647342995,-0.5176470588235295,-0.7213114754098361,-0.9090909090909091,-0.9166666666666666,-0.7727272727272727,-0.6666666666666666,-0.75,-0.37606837606837606,-0.36363636363636365,-0.4444444444444444,-0.5301204819277109,-0.8627450980392157,-0.41509433962264153,-0.7333333333333333,-0.5301204819277109,-0.9772727272727273,-0.33587786259541985,-0.6285714285714286,-0.4583333333333333,-0.7727272727272727,-0.5227272727272727,-0.6666666666666666,-0.9090909090909091
9,-0.584,-0.1232876712328767,-0.8902439024390244,-0.7849462365591398,-0.6027397260273972,-0.8356164383561644,-0.5753424657534246,-0.821917808219178,-0.6027397260273972,0.0,-0.7397260273972602,-0.5934959349593496,-0.547945205479452,-0.8795180722891566,-0.547945205479452,-0.8690476190476191,-0.6239316239316239,-0.9863013698630136,-0.8690476190476191,-0.9041095890410958,-0.7671232876712328,-0.8111111111111111,-0.1506849315068493,-0.7849462365591398,-0.5205479452054794,-0.547945205479452,-0.776595744680851,-0.6301369863013698,-0.3424657534246575,-0.2465753424657534,-0.0410958904109589,-0.6438356164383562,-0.9240506329113924,-0.7808219178082192,-0.5068493150684932,-0.7808219178082192,-0.9733333333333334,-0.3835616438356164,-0.8295454545454546,-0.45625,-0.6636363636363637,-0.4931506849315068,-0.7808219178082192,-0.6712328767123288,-0.7684210526315789,-0.684931506849315,-0.6575342465753424,-0.6239316239316239,-0.9178082191780822,-0.8690476190476191,-0.8767123287671232,-0.8767123287671232,-0.5342465753424658,-0.4794520547945205,-0.553030303030303,-0.2191780821917808,-0.584,-0.8488372093023255,-0.5616438356164384,-0.5205479452054794,-0.2191780821917808,-0.7808219178082192,-0.7087378640776699,-0.863013698630137,-0.5616438356164384,-0.9726027397260274,-0.8690476190476191,-0.2191780821917808,-0.3013698630136986,-0.4657534246575342,-0.3424657534246575,-0.4010989010989011,-0.9863013698630136,-0.3013698630136986,-0.7373737373737373,-0.863013698630137,-0.3526570048309179,-0.8588235294117647,-0.8356164383561644,-0.547945205479452,-0.6575342465753424,-0.4657534246575342,-0.9041095890410958,-0.4520547945205479,-0.6239316239316239,-0.2191780821917808,-0.7373737373737373,-0.8795180722891566,-0.6986301369863014,-0.6886792452830188,-0.821917808219178,-0.8795180722891566,-0.589041095890411,-0.5572519083969466,-0.958904109589041,-0.7604166666666666,-0.4657534246575342,-0.3150684931506849,-0.9041095890410958,-0.547945205479452
